Title,Location,start_salary,max_salary,skills
Business Development (Sales),"Delhi, Bangalore, Noida",15000,15000,"Effective Communication, Negotiation, Problemsolving, Sales, Sales pitch"
Anchoring,Delhi,12000,12000,"Anchoring, English Proficiency Spoken, Hindi Proficiency Spoken"
Kotlin Intern,Remote,12000,12000,Kotlin
Creative Illustrator,Mohali,3000,3000,"Adobe Illustrator, Adobe Photoshop, Creative Writing"
Script Writing,Delhi,3500,7000,"Content Writing, English Proficiency Written, Hindi Proficiency Written"
Market Research,Visakhapatnam,10000,10000,"Effective Communication, English Proficiency Written, Interpersonal Skills, MSExcel, MSOffice, MSPowerPoint, MSWord, Research and Analytics"
Hotel Management (Operations),Bangalore,5000,5000,Effective Communication
Student Ambassador,Remote,5000,5000,"Creative Writing, Effective Communication, Marketing, Marketing Campaigns, Problem Solving"
Video Editing/Making,"Ghaziabad, Greater Noida, Noida",2500,2500,"Adobe Premiere Pro, Video Editing"
Content & E-Commerce Management,Chandigarh,6500,6500,"English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, Photography, Video Making"
Marketing,Visakhapatnam,8000,8000,"English Proficiency Spoken, Marketing"
Content Development (English),Noida,5000,5000,"MSOffice, MSPowerPoint"
Content Development (English),Mumbai,10000,15000,"Creative Writing, English Proficiency Written"
Business Development (Sales),"Thane, Dombivli, Kalyan, Ambernath",8000,12000,INDUSTRIAL AUTOMATION
Product Marketing,Greater Noida,10000,10000,"Digital Marketing, English Proficiency Spoken"
Content Creator,"Agra, Delhi, Mumbai",15000,15000,"Creative Writing, Design Thinking, Effective Communication, Time Management, Video Editing, Video Making"
Digital Marketing,"Chandigarh, Mohali, Sahibzada Ajit Singh Nagar, Punjab",10000,15000,"Creative Writing, Digital Marketing, Effective Communication, English Proficiency Written, Facebook Marketing, Instagram Marketing, LinkedIn Marketing, Social Media Marketing"
Marketing,"Chandigarh, Mohali, Sahibzada Ajit Singh Nagar",9000,15000,"Digital Marketing, Effective Communication, Sales"
Business Development Associate,Remote,5000,5000,"Effective Communication, English Proficiency Spoken, Hindi Proficiency Spoken, Sales, Sales pitch"
Marketing Content Creator,Bangalore,12000,18000,"Content Marketing, Digital Marketing, Social Media Marketing"
Video Editor,Mumbai,10000,10000,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Indesign, Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro"
Field Sales,"Indore, Mysuru, Bangalore, Hyderabad, Bhopal, Gwalior West",12000,12000,English Proficiency Spoken
Robotics,Mumbai,10000,15000,"Arduino, C Programming, Embedded Systems, Gazebo, Python, Raspberry Pi, Robotics"
Accounts,Pune,6000,6000,Accounting
AI Psychology,Remote,2000,6000,Effective Communication
Large Language Model Training,Remote,2000,2000,Data Science
Creative Design,Delhi,7500,10000,"Adobe Illustrator, Adobe Photoshop"
Data Training Engineer,Noida,8000,10000,5 days a week
3D Printing,Raipur,10000,10000,AutoCAD
Content Creation,Mumbai,5000,5000,"Canva, Content Writing, Effective Communication, Time Management, WordPress"
Marketing,"Faridabad, Ghaziabad, Gurgaon, Delhi",5000,7000,"Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Social Media Marketing"
Channel Partner & Referral Strategy,Bangalore,20000,20000,Job offer
AI Product Engineer,Remote,10000,20000,"GitHub, JavaScript, JSON, Nodejs, Python, REST API, SQL"
Data Entry,Barabanki,2000,3000,"English Proficiency Written, MSExcel"
Interior Design,Gurgaon,10000,10000,"3ds Max, Adobe Photoshop, AutoCAD, Google SketchUp"
UI/UX Design,Indore,2000,4000,"Adobe Photoshop, Figma, UI, UX Design"
Company Secretary (CS),Pune,5000,5000,"English Proficiency Spoken, English Proficiency Written, MSOffice"
Digital Marketing,Meerut,8000,8000,"Digital Marketing, Social Media Marketing"
Corporate Sales,"Ahmedabad, Bangalore, Hyderabad, Mumbai",20000,30000,"Business Research, Client Interaction, Client Relationship, Data Analysis, Effective Communication, Negotiation, Problemsolving"
Web Marketing Executive,Remote,3000,3000,Digital Marketing
Operations,Nagpur,10000,10000,"Canva, Digital Marketing, English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSPowerPoint, MSWord"
Industrial Design,Pune,8000,8000,"3ds Max, Adobe Illustrator, Adobe Photoshop, KeyShot, Rhino, Sketch, SolidWorks"
Performance Marketing,Mumbai,5000,15000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Marketing Campaigns, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Operations,Ghaziabad,10000,10000,Project Management
Management (In Business),Gurgaon,12000,20000,"Effective Communication, Report Writing"
Digital Marketing,"Delhi, Gurgaon",10000,10000,"Digital Marketing, Search Engine Optimization SEO"
Animation,"Kolkata, Howrah, New Town, Birati, Dumdumi",14000,14000,"Adobe After Effects, Adobe Illustrator, Adobe Premiere Pro, Animation, Video Editing"
Social Media,Mumbai,10000,10000,Social Media Marketing
Fashion Consultant,Pune,5000,12000,Effective Communication
Product Photography,Delhi,3000,3000,Adobe Photoshop
English Expert For AI Content Evaluation,Remote,35000,45000,"American English, English Proficiency Spoken, English Proficiency Written"
Recruitment,Delhi,5000,5000,"English Proficiency Spoken, English Proficiency Written, MSExcel"
Negotiation & Conversation,Delhi,6000,6000,"English Proficiency Spoken, English Proficiency Written, MSOffice"
Telecalling,"Mumbai, Goregaon Kh",10000,10000,"Effective Communication, English Proficiency Spoken, English Proficiency Written, MSExcel"
Python Development,Navi Mumbai,5000,10000,"Artificial Intelligence, FastAPI, Python, SQL"
Software Development,Nagpur,3000,3000,"NET, Nodejs, React"
Sales (Tamil),Chennai,5000,5000,"Digital Marketing, Effective Communication, English Proficiency Spoken, Sales, Tamil Proficiency Spoken"
Site Engineering - Interior Design,"Delhi, Greater Noida, Noida",12000,20000,"AutoCAD, Client Interaction, MSExcel, Quantity Survey QS, Time Management"
Conceptualization & Visualization,Delhi,6000,6000,"English Proficiency Spoken, English Proficiency Written"
Backend Development,"Chandigarh, Mohali",15000,15000,"HTML, Java, MySQL, Nodejs, PHP, Python, REST API"
Social Media Marketing,Koramangala,10000,10000,"Creative Writing, English Proficiency Written, Instagram Marketing, Social Media Marketing"
Business Development,Indore,5000,15000,"English Proficiency Spoken, English Proficiency Written, MSExcel"
HR Consultant,Gorakhpur,3000,3000,"Effective Communication, Human Resource Information System HRIS, MSExcel, MSPowerPoint, MSWord, Recruitment"
Video Editing/Making,Ulhasnagar,5000,5000,"Adobe Premiere Pro, Video Editing, Video Making"
Junior Scientist,Remote,5000,5000,Pharmacovigilance
Social Media Marketing,"Chennai, Bangalore, Hyderabad, Kochi, Noida",2000,2000,"English Proficiency Written, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Robotics,"Thane, Mumbai",10000,15000,"Arduino, Embedded Systems, Internet of Things IoT, PCB Design, Python, Raspberry Pi, Robotics"
Subject Matter Expert (Accounts & Finance),Remote,15000,18000,"Accounting, Content Writing, Online Teaching, Subject Matter Expert SME"
Coaching Institute Management,"Ambala, Ambala Cantt, Ambala Sadar",2000,4000,English Proficiency Spoken
HR Recruiter,"Delhi, Ranchi",3000,3000,Recruitment
Motion Designer,Remote,10000,10000,"Animation, Design Thinking, Video Editing"
Logistics And Operations,Mumbai,6000,10000,MSExcel
Social Media Handler,Delhi,7000,12000,"Content Writing, Instagram Marketing, Project Management, Social Media Marketing"
Data Analyst,Pune,5000,10000,"Data Analysis, Data Analytics"
Robotics Trainer,"Vijayawada, Tamil Nadu",3000,3000,"Artificial Intelligence, Robotics"
LinkedIn Associate,Mumbai,10000,20000,"Content Marketing, Content Writing, English Proficiency Spoken, English Proficiency Written, LinkedIn Marketing, Market Analysis"
Content Writing,Thane,5000,10000,"Blogging, Creative Writing, English Proficiency Spoken, English Proficiency Written"
Supply Chain & Logistics Operations,Belagavi,15000,15000,"Effective Communication, MSExcel, Time Management"
Event Coordinator,Bangalore,5000,5000,"Event Management, Marketing, Sales"
Fashion Consultant,Remote,5000,5000,"Event Management, Fashion Designing, Fashion Styling, Time Management"
HR Consultant,Chennai,6000,6000,"Effective Communication, English Proficiency Spoken"
Social Media Content Creator,Mumbai,7000,7000,"Canva, Content Marketing, Content Writing, Creative Writing, Digital Marketing, Problem Solving, Search Engine Optimization SEO, Social Media Marketing"
Social Media Marketing (SMM),Remote,3000,3000,"Content Writing, Social Media Marketing"
Operations,Kalyan,18000,18000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice"
Business Development (Sales),Kondhawale Budruk,7000,10000,"Email Marketing, English Proficiency Spoken, English Proficiency Written, Social Media Marketing"
Motion Graphics,Pune,10000,10000,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Video Editing"
Travel Consultant,"Faridabad, Delhi",5000,10000,"Effective Communication, Holiday Package Design, Lead Generation, MSOffice, Travel Itinerary Making"
Business Development (Sales),Patna,15000,15000,English Proficiency Spoken
Talent Acquisition,Basavanagudi,10000,10000,"Effective Communication, English Proficiency Spoken, Kannada Proficiency Spoken, MSExcel"
Project Management,Mumbai,7500,7500,"Accounting, Advanced Excel, Effective Communication, MSExcel, MSWord, Tally"
Web Development,"Anand, Vallabh Vidhyanagar",2000,2500,"CSS, HTML, JavaScript"
Marketing,Ghaziabad,5000,8000,"Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, MSExcel, MSOffice, Social Media Marketing"
Lead Generation,"Noida, Ghaziabad",2000,2000,"Email Marketing, English Proficiency Written, Social Media Marketing"
Communnity Growth,Gurgaon,20000,20000,"Effective Communication, Event Management"
Videography,Jaipur,4000,4000,"Adobe After Effects, Photography, Video Editing, Video Making"
Mechanical Engineering,Jaipur,15000,15000,"AutoCAD, Autodesk Fusion 360, CAD, CAM, PROTOTYPING"
Assistant To Founder,Remote,5000,12000,"Google Suite G Suite, MSOffice"
Content Creator,Gurgaon,18000,18000,"Acting Audition, Content Marketing, Content Writing, English Proficiency Written"
Psychology,"Bangalore, Hyderabad",15000,15000,"Content Writing, English Proficiency Spoken, English Proficiency Written, MSOffice, Psychology, Social Media Marketing"
Operations,Navi Mumbai,9000,9000,"Effective Communication, MSOffice, Operations, Social Media Marketing"
Full Stack Development,"Chandigarh, Mohali, Sahibzada Ajit Singh Nagar, Punjab",15000,15000,"CSS, HTML, JavaScript, MySQL, Nodejs, PHP, ReactJS"
Node.JS Developer,"Chandigarh, Mohali, Sahibzada Ajit Singh Nagar, Punjab",15000,15000,"APIs, CSS, HTML, JavaScript, Nodejs, PHP, REST API, SQL"
Content Developer,Remote,4500,4500,"Flexible work hours, 5 days a week"
Recruitment,Ahmedabad,3000,3000,"Effective Communication, Recruitment"
Digital Marketing,Panchkula,15000,15000,"English Proficiency Spoken, English Proficiency Written, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Industrial And Production Engineering,Bhiwandi,15000,20000,MSExcel
Content Development (Logical Reasoning),Bangalore,12000,12000,"Creative Writing, English Proficiency Spoken, English Proficiency Written, Kannada Proficiency Spoken, Kannada Proficiency Written"
Human Resources (HR),Vadodara,3000,8000,"English Proficiency Spoken, Recruitment"
Admin & Operations,Bangalore,15000,15000,"Effective Communication, English Proficiency Spoken, MSExcel"
Robotics,"Thane, Kalyan",14000,14000,"English Proficiency Spoken, English Proficiency Written, MSPowerPoint, Raspberry Pi, Robotics"
Video Editing/Making,Surat,10000,15000,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro, Video Editing, Video Making"
Telecalling,"Howrah, Kadamtala, Tikiapara",8000,16000,"English Proficiency Spoken, MSExcel"
Business Development (Sales),"Delhi, Ranchi",3000,3000,"Digital Marketing, English Proficiency Spoken"
Teaching,Chandigarh,10000,10000,"Canva, Effective Communication, English Proficiency Spoken, English Proficiency Written, MSExcel, MSWord, Teaching"
Business Development Manager,Remote,15000,25000,"CRM, Effective Communication, Market Research, Problem Solving, Sales"
Real Estate Client Relations,Bangalore,25000,25000,"Client Interaction, Client Relationship, Effective Communication, English Proficiency Spoken, MSOffice"
Client Relationship Specialist (Sales),"Hyderabad, Andra, Telangana",25000,25000,"Client Relationship, Effective Communication"
Video Editor/Design,Delhi,3000,3000,"Adobe Premiere Pro, Content Writing, No Match Found, Video Editing"
Social Media Marketing,Kharar,15000,15000,"English Proficiency Written, Search Engine Optimization SEO"
Product Management,Coimbatore,15000,25000,"English Proficiency Spoken, Jira, Product Lifecycle ManagementPLM, Product Management"
Videography,Dehradun,10000,15000,"Photography, Video Editing, Video Making"
Videography - LK Door & Vesh Woodworks,Delhi,15000,15000,"Adobe Premiere Pro, Video Editing, Video Making"
Video Editing/Making,"Greater Noida, Noida, Kanpur",10000,12000,"3ds Max, Adobe After Effects, Adobe Premiere Pro, Video Editing, Video Making"
Graphic Design,Nashik,10000,10000,"Adobe Illustrator, Adobe Photoshop, CorelDRAW, UI, UX Design"
Business Development (Sales),Nashik,5000,10000,"CRM, English Proficiency Spoken, Hindi Proficiency Spoken"
Electronics Engineering,"Vasai, Vasai-Virar, Vasai Road",5500,5500,"ARM Microcontroller, Circuit Design, C Programming, PCB Design, PCB Soldering"
Finance,Jaipur,2000,2000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice"
Mechanical Engineering,Vadodara,5000,15000,SolidWorks
Stock Market Operations,Faridabad,5000,5000,Stock Trading
Inside Sales Operations,Remote,8000,8000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSWord"
Journalism,Mumbai,10000,15000,"Creative Writing, English Proficiency Spoken, English Proficiency Written"
Graphic Design & AI Product Design,Remote,10000,15000,"Adobe Indesign, Artificial Intelligence, Canva, Figma"
Social Media & Customer Engagement,Remote,10000,15000,"Email Marketing, English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, MSOffice, Operations, Social Media Marketing, Time Management"
Media & Public Relations (PR),Bhopal,5000,5000,"Creative Writing, English Proficiency Spoken, English Proficiency Written, MSExcel, Social Media Marketing"
